"Probe"	"Feature"	"Chr"	"Start"	"End"	"P.value"	"FDR"	"Log2.Fold.Change"	"Shrunk.Log2.Fold.Change"
"Chr22:20858251-20859300"	"MED15"	"22"	20858251	20859300	5.624132e-09	1.4198903e-07	2.158903	-1.9755793
"Chr22:20884351-20887050"	"MED15"	"22"	20884351	20887050	0.005390812	0.01747841	1.2343236	-1.0896009
"Chr22:20922901-20923950"	"MED15"	"22"	20922901	20923950	2.053494e-10	7.642904e-09	2.3431635	-2.146565
"Chr22:20960251-20961150"	"null"	"22"	20960251	20961150	0.016581204	0.043524746	-0.92712164	-0.0764801
"Chr22:21131401-21132750"	"PI4KA"	"22"	21131401	21132750	0.15735741	0.25597587	0.67935455	-0.5876552
"Chr22:21161401-21162300"	"PI4KA"	"22"	21161401	21162300	0.028699541	0.06726038	1.0561749	-0.9125832
"Chr22:21211951-21214050"	"SNAP29"	"22"	21211951	21214050	0.14574821	0.24138227	-0.2925977	0.28482187
"Chr22:21239551-21240600"	"SNAP29"	"22"	21239551	21240600	0.71011746	0.7926384	-0.14714158	0.13306135
"Chr22:21258601-21259650"	"null"	"22"	21258601	21259650	0.0036577177	0.012686403	1.534942	-1.2920312
"Chr22:21270751-21272850"	"CRKL"	"22"	21270751	21272850	0.031883966	0.07322306	-0.44378173	0.4313319
"Chr22:21310051-21312750"	"null"	"22"	21310051	21312750	0.0004699768	0.0023482384	1.9475468	-1.6094713
"Chr22:21335401-21337350"	"LZTR1"	"22"	21335401	21337350	0.048354648	0.10176	-0.40162548	0.39071453
"Chr22:21355351-21357300"	"THAP7"	"22"	21355351	21357300	0.08422764	0.157671	-0.2897073	0.28430647
"Chr22:21368101-21369150"	"P2RX6"	"22"	21368101	21369150	0.087354526	0.16233902	-0.51138663	0.48226285
"Chr22:21399751-21400800"	"AC002472.13"	"22"	21399751	21400800	0.47335196	0.5885087	0.31564084	-0.27914223
"Chr22:21427951-21429150"	"null"	"22"	21427951	21429150	0.55270475	0.6608369	0.28654283	-0.24761966
"Chr22:21909901-21911100"	"UBE2L3"	"22"	21909901	21911100	0.0071346504	0.021988831	1.1143377	-0.99870664
"Chr22:22005751-22007250"	"null"	"22"	22005751	22007250	0.0014930743	0.0060874075	-0.7115249	0.6882175
"Chr22:22011151-22013100"	"null"	"22"	22011151	22013100	0.0054663406	0.017688578	-1.0973487	0.9928328
"Chr22:22019701-22021050"	"PPIL2"	"22"	22019701	22021050	0.05108924	0.10632597	-0.4113333	0.39934823
"Chr22:22067101-22068150"	"YPEL1"	"22"	22067101	22068150	0.16852315	0.26975676	-0.560688	0.5041679
"Chr22:22081051-22081500"	"null"	"22"	22081051	22081500	0.027868962	0.065691754	-0.8670709	0.7841359
"Chr22:22191151-22192950"	"MAPK1"	"22"	22191151	22192950	0.0042987354	0.014470884	-0.93826836	0.87458587
"Chr22:22291951-22293600"	"PPM1F"	"22"	22291951	22293600	0.7703923	0.8385157	0.08186879	-0.07774184
"Chr22:22296301-22297500"	"PPM1F"	"22"	22296301	22297500	3.547246e-07	5.2351365e-06	1.9004583	-1.7372164
"Chr22:22315951-22316850"	"TOP3B"	"22"	22315951	22316850	0.010370686	0.02984357	1.0911881	-0.9722287
"Chr22:22336501-22337700"	"null"	"22"	22336501	22337700	0.10142704	0.18195315	-0.41501257	0.39777565
"Chr22:22465051-22466250"	"null"	"22"	22465051	22466250	0.005248323	0.017098447	1.6357398	-1.3269724
"Chr22:22549501-22550250"	"IGLV6"	"22"	22549501	22550250	0.000521424	0.0025604535	-1.5626152	1.3740578
"Chr22:22564351-22565400"	"IGLV10"	"22"	22564351	22565400	0.00021550522	0.0012263097	1.6998006	-1.4881536
"Chr22:22711501-22711950"	"IGLV1"	"22"	22711501	22711950	0.04449298	0.09525789	-0.823302	0.7395496
"Chr22:22751101-22752300"	"IGLV7"	"22"	22751101	22752300	0.23974355	0.3534176	0.72137696	-0.57522476
"Chr22:22862551-22863600"	"ZNF280A"	"22"	22862551	22863600	0.14215598	0.23686977	-0.6642141	0.58354884
"Chr22:22901401-22902150"	"LL22NC03"	"22"	22901401	22902150	0.5066088	0.6189873	-0.7435444	0.40203908
"Chr22:22929301-22930050"	"IGLV2"	"22"	22929301	22930050	0.5681954	0.6743961	-0.25063258	0.22149797
"Chr22:23035201-23036400"	"IGLV2"	"22"	23035201	23036400	0.51166797	0.62334585	-0.2518882	0.22906713
"Chr22:23284801-23285550"	"null"	"22"	23284801	23285550	0.0007673055	0.003518059	-1.2580855	1.1491
"Chr22:23430301-23431200"	"RTDR1"	"22"	23430301	23431200	0.4001502	0.52022666	-0.357249	0.31864962
"Chr22:23486851-23488350"	"RAB36"	"22"	23486851	23488350	0.2917393	0.41047233	0.33550158	-0.31406298
"Chr22:23593501-23594550"	"BCR"	"22"	23593501	23594550	0.41377634	0.5331866	-0.37079877	0.32549727
"Chr22:23623951-23625150"	"BCR"	"22"	23623951	23625150	0.33714953	0.45758536	0.31899595	-0.29687598
"Chr22:23744401-23745300"	"null"	"22"	23744401	23745300	0.040886376	0.08897307	1.2911836	-1.0170292
"Chr22:23863351-23864400"	"null"	"22"	23863351	23864400	0.011961175	0.033515632	-0.7915589	0.7419056
"Chr22:23933101-23934000"	"null"	"22"	23933101	23934000	4.425655e-07	6.348776e-06	-1.9748629	1.7916847
"Chr22:23974501-23974800"	"C22orf43"	"22"	23974501	23974800	0.03494408	0.07886817	-0.93107116	0.8220237
"Chr22:24058951-24060000"	"null"	"22"	24058951	24060000	0.092759036	0.16999249	-0.4419473	0.4222505
"Chr22:24092701-24094650"	"VPREB3"	"22"	24092701	24094650	0.115997806	0.20235483	-0.39504385	0.3788924
"Chr22:24123301-24124500"	"MMP11"	"22"	24123301	24124500	0.603378	0.7045688	-0.27850962	0.23327802
"Chr22:24128551-24130350"	"SMARCB1"	"22"	24128551	24130350	0.028426446	0.06675714	-0.4132892	0.40360075
"Chr22:24191251-24192150"	"null"	"22"	24191251	24192150	0.0006274683	0.0029850667	-1.4325097	1.2805486
"Chr22:24199351-24200700"	"SLC2A11"	"22"	24199351	24200700	0.0023855849	0.0089393305	-0.6355535	0.6173111
"Chr22:24230101-24231450"	"SLC2A11"	"22"	24230101	24231450	9.675217e-09	2.2835049e-07	1.7840686	-1.6747478
"Chr22:24254851-24256950"	"null"	"22"	24254851	24256950	1.6936854e-05	0.00014386409	-0.8324	0.8118895
"Chr22:24407101-24408450"	"null"	"22"	24407101	24408450	0.046115473	0.09796285	-0.5153718	0.4931451
"Chr22:24597601-24599250"	"null"	"22"	24597601	24599250	0.22218756	0.33357298	0.56181735	-0.49169528
"Chr22:24602401-24604800"	"null"	"22"	24602401	24604800	0.005900061	0.018823734	1.3943502	-1.1884965
"Chr22:24643501-24643950"	"GGT5"	"22"	24643501	24643950	0.91754735	0.9457363	0.046921365	-0.041213986
"Chr22:24666301-24667800"	"SPECC1L"	"22"	24666301	24667800	0.0049644616	0.016298648	-0.5186625	0.5069988
"Chr22:24680251-24681450"	"SPECC1L"	"22"	24680251	24681450	0.6884377	0.77469105	0.18438448	-0.16142309
"Chr22:24699001-24699900"	"SPECC1L"	"22"	24699001	24699900	0.001832415	0.0072192666	-1.3150821	1.1744263
"Chr22:24728851-24730050"	"SPECC1L"	"22"	24728851	24730050	5.1101415e-06	5.222178e-05	1.9520872	-1.7370839
"Chr22:24798001-24799350"	"SPECC1L"	"22"	24798001	24799350	0.055936728	0.114106625	0.8794025	-0.76957303
"Chr22:24841501-24842100"	"ADORA2A"	"22"	24841501	24842100	0.10412744	0.18598966	-0.6992634	0.62153095
"Chr22:24869851-24870900"	"null"	"22"	24869851	24870900	4.7092228e-05	0.00033884073	2.3219934	-1.9022936
"Chr22:24878101-24879150"	"null"	"22"	24878101	24879150	0.41904053	0.5381744	0.43010697	-0.3611568
"Chr22:24917251-24918450"	"UPB1"	"22"	24917251	24918450	0.0928932	0.17017543	-0.58537316	0.54101866
"Chr22:24950251-24952500"	"C22orf13"	"22"	24950251	24952500	0.044665147	0.09554396	-0.35977715	0.35214764
"Chr22:24997351-24997800"	"null"	"22"	24997351	24997800	0.11642393	0.20294341	-0.60774016	0.552363
"Chr22:25122751-25123800"	"PIWIL3"	"22"	25122751	25123800	0.14545721	0.24100772	0.8929784	-0.71187496
"Chr22:25164601-25165200"	"null"	"22"	25164601	25165200	2.7022595e-06	3.022181e-05	-2.0547175	1.8189025
"Chr22:25290001-25291500"	"SGSM1"	"22"	25290001	25291500	0.8332701	0.88477117	-0.09331976	0.082400724
"Chr22:25322701-25323450"	"SGSM1"	"22"	25322701	25323450	0.07672796	0.14665999	-0.7342687	-0.57508427
"Chr22:25386901-25388550"	"null"	"22"	25386901	25388550	0.0084822215	0.02533082	0.9145296	-0.8457199
"Chr22:25506301-25507800"	"KIAA1671"	"22"	25506301	25507800	0.0062579876	0.019759841	-0.8033609	0.75913125
"Chr22:25564951-25566000"	"KIAA1671"	"22"	25564951	25566000	0.88418853	0.9220464	0.06463066	-0.05707107
"Chr22:25631701-25632300"	"CRYBB2"	"22"	25631701	25632300	0.048197888	0.101494744	-0.8273758	0.74037266
"Chr22:25843351-25844550"	"null"	"22"	25843351	25844550	0.00082212477	0.0037251785	-0.8620378	0.82505125
"Chr22:25883851-25884900"	"null"	"22"	25883851	25884900	3.7337809e-06	3.9627113e-05	-1.6680344	1.5337319
"Chr22:25942501-25943400"	"null"	"22"	25942501	25943400	0.9241187	0.9501259	-0.03833505	0.03456992
"Chr22:25978801-25979400"	"ADRBK2"	"22"	25978801	25979400	0.43430096	0.5520986	-0.3985428	0.3388549
"Chr22:26142901-26143950"	"null"	"22"	26142901	26143950	4.109144e-06	4.2936656e-05	1.7529085	-1.597113
"Chr22:26718451-26718750"	"SEZ6L"	"22"	26718451	26718750	0.30817646	0.42775038	0.56587577	-0.46827137
"Chr22:26812651-26813400"	"null"	"22"	26812651	26813400	0.04609659	0.09793673	0.98203975	-0.8442366
"Chr22:26867251-26868150"	"HPS4"	"22"	26867251	26868150	8.45862e-05	0.00055786746	2.0527296	-1.7332729
"Chr22:26879251-26880600"	"SRRD"	"22"	26879251	26880600	0.075608805	0.1451084	-0.34775972	0.33899406
"Chr22:26908051-26908950"	"TFIP11"	"22"	26908051	26908950	0.5280916	0.6384417	-0.14728908	0.14206441
"Chr22:27040951-27042000"	"null"	"22"	27040951	27042000	0.017087564	0.04456283	-0.6695409	0.635749
"Chr22:27054451-27055650"	"null"	"22"	27054451	27055650	0.016525503	0.043405354	-0.7062737	0.66719735
"Chr22:27068101-27069600"	"null"	"22"	27068101	27069600	0.027104694	0.06427234	-0.36942288	0.36258605
"Chr22:27290701-27291300"	"null"	"22"	27290701	27291300	0.00096267206	0.004248255	1.633196	-1.4014658
"Chr22:27503401-27504450"	"null"	"22"	27503401	27504450	0.69428647	0.779553	0.24291962	-0.19311464
"Chr22:27508801-27509850"	"null"	"22"	27508801	27509850	0.8272713	0.8803809	0.107536934	-0.092401765
"Chr22:27511351-27512550"	"null"	"22"	27511351	27512550	0.047295757	0.09997734	1.3018072	-1.008084
"Chr22:27529951-27531000"	"null"	"22"	27529951	27531000	0.001191059	0.005075184	2.06687	-1.6192586
"Chr22:27566251-27567000"	"null"	"22"	27566251	27567000	0.62068415	0.7191859	0.27031025	-0.22486323
"Chr22:27598351-27599400"	"null"	"22"	27598351	27599400	0.15263109	0.25027257	0.84509486	-0.68399346
"Chr22:27648151-27648900"	"null"	"22"	27648151	27648900	0.9409615	0.96160793	-0.038185313	0.032342013
"Chr22:27870601-27871800"	"null"	"22"	27870601	27871800	0.0001337752	0.00081788795	2.4429493	-1.9105166
"Chr22:28064851-28067550"	"null"	"22"	28064851	28067550	0.4410071	0.5581898	-0.40278482	0.3401123
"Chr22:28082101-28083300"	"null"	"22"	28082101	28083300	0.26739794	0.38426018	-0.65747637	0.5315917
"Chr22:28113751-28114950"	"null"	"22"	28113751	28114950	0.013335484	0.036550786	1.2997671	-1.0957294
"Chr22:28122301-28123350"	"null"	"22"	28122301	28123350	0.046104092	0.097945675	1.1516861	-0.94016606
"Chr22:28314901-28316250"	"PITPNB"	"22"	28314901	28316250	0.17852816	0.28184268	-0.26127246	0.2547872
"Chr22:28348051-28348800"	"null"	"22"	28348051	28348800	0.86854035	0.90997225	-0.07449139	0.06553284
"Chr22:29137201-29139000"	"HSCB"	"22"	29137201	29139000	0.14034486	0.23456278	-0.29024863	0.2828542
"Chr22:29168101-29169750"	"CCDC117"	"22"	29168101	29169750	0.57509756	0.6802805	-0.11463394	0.11148746
"Chr22:29278351-29280000"	"ZNRF3"	"22"	29278351	29280000	0.0359918	0.080687836	-0.65038425	0.61074346
"Chr22:29436301-29437200"	"ZNRF3"	"22"	29436301	29437200	0.15384215	0.2516894	-0.5251663	0.48119673
"Chr22:29550001-29551050"	"KREMEN1"	"22"	29550001	29551050	0.047568414	0.100453734	-1.0467546	0.8806419
"Chr22:29641501-29641950"	"EMID1"	"22"	29641501	29641950	0.0070424806	0.021752108	-1.0634629	0.96172637
"Chr22:29706451-29707650"	"GAS2L1"	"22"	29706451	29707650	0.8641908	0.90696657	-0.057657477	0.053553514
"Chr22:29739601-29740800"	"AP1B1"	"22"	29739601	29740800	0.4853973	0.5995491	0.35216218	-0.3004828
"Chr22:29744701-29745600"	"AP1B1"	"22"	29744701	29745600	0.0132621275	0.03639033	-1.133957	0.9934121
"Chr22:29784001-29785050"	"AP1B1"	"22"	29784001	29785050	0.5175635	0.62919235	-0.17175633	0.16395923
"Chr22:29865901-29867100"	"null"	"22"	29865901	29867100	0.42987448	0.5481116	0.30329552	-0.2757985
"Chr22:29949151-29950500"	"NIPSNAP1"	"22"	29949151	29950500	0.0038821097	0.013315591	-0.5915331	0.5752421
"Chr22:29976151-29977650"	"NIPSNAP1"	"22"	29976151	29977650	0.033092655	0.0754565	-0.62104046	0.5873718
"Chr22:29983651-29984700"	"null"	"22"	29983651	29984700	0.124535054	0.21377504	0.72153604	-0.6281231
"Chr22:29990101-29991000"	"null"	"22"	29990101	29991000	0.017220223	0.044849798	-0.9205862	0.83627003
"Chr22:29998801-30000300"	"NF2"	"22"	29998801	30000300	0.5274756	0.6378945	-0.13254374	0.1287215
"Chr22:30017551-30018900"	"NF2"	"22"	30017551	30018900	3.6589872e-14	3.6270323e-12	2.5242317	-2.3482995
"Chr22:30096901-30099150"	"null"	"22"	30096901	30099150	0.00068702514	0.0032103634	-1.6934991	1.4494579
"Chr22:30162001-30164250"	"UQCR10"	"22"	30162001	30164250	0.11222623	0.19731486	-0.23950666	0.23588654
"Chr22:30168901-30169950"	"UQCR10"	"22"	30168901	30169950	0.00021544643	0.0012262098	1.5524768	-1.3875405
"Chr22:30194701-30195900"	"ASCC2"	"22"	30194701	30195900	0.0605512	0.12135541	0.72240484	-0.6568041
"Chr22:30216901-30218100"	"ASCC2"	"22"	30216901	30218100	0.2457237	0.36035758	0.50034845	-0.44441792
"Chr22:30233701-30235200"	"ASCC2"	"22"	30233701	30235200	0.91913754	0.94693613	0.028434284	-0.027005058
"Chr22:30237601-30239400"	"ASCC2"	"22"	30237601	30239400	3.1718855e-06	3.456414e-05	1.9020647	-1.7097445
"Chr22:30278701-30279600"	"null"	"22"	30278701	30279600	0.11841094	0.20574376	-0.32564056	0.31635076
"Chr22:30303301-30304650"	"null"	"22"	30303301	30304650	0.49003798	0.6038265	-0.27064073	0.24525298
"Chr22:30389851-30391050"	"MTMR3"	"22"	30389851	30391050	0.011219363	0.03182083	1.030695	-0.9274558
"Chr22:30400951-30401850"	"MTMR3"	"22"	30400951	30401850	0.00069529243	0.0032436713	-1.7165033	1.4634749
"Chr22:30439951-30441150"	"null"	"22"	30439951	30441150	0.09348722	0.17104238	0.8675476	-0.73500526
"Chr22:30591151-30593400"	"HORMAD2"	"22"	30591151	30593400	0.066705324	0.13115871	0.67191595	-0.6161249
"Chr22:30631051-30632700"	"null"	"22"	30631051	30632700	0.0012946153	0.0054308465	1.6529262	-1.4028448
"Chr22:30658501-30660000"	"OSM"	"22"	30658501	30660000	0.8935335	0.92870265	-0.045077205	0.04187462
"Chr22:30707401-30708900"	"TBC1D10A"	"22"	30707401	30708900	0.0037955926	0.013061867	1.3726224	-1.1916642
"Chr22:30752251-30753450"	"SF3A1"	"22"	30752251	30753450	0.34229574	0.46287987	-0.21223393	0.20531318
"Chr22:30786601-30788250"	"RNF215"	"22"	30786601	30788250	0.01770979	0.045879755	-0.77716327	0.72475183
"Chr22:30792151-30793500"	"SEC14L2"	"22"	30792151	30793500	0.013674346	0.037261657	-0.6352269	0.6079908
"Chr22:30804451-30805500"	"SEC14L2"	"22"	30804451	30805500	1.4315337e-05	0.00012484149	2.2142403	-1.8822592
"Chr22:30901051-30902100"	"SEC14L4"	"22"	30901051	30902100	0.00051557383	0.0025354945	2.1212022	-1.6939137
"Chr22:30957901-30959100"	"GAL3ST1"	"22"	30957901	30959100	0.59201044	0.69489956	-0.17377122	0.1622859
"Chr22:30987001-30988650"	"PES1"	"22"	30987001	30988650	0.011503504	0.03245955	-0.39702323	0.39051765
"Chr22:31004701-31006050"	"TCN2"	"22"	31004701	31006050	0.00085825345	0.0038606476	1.5207818	-1.3335676
"Chr22:31030051-31032450"	"SLC35E4"	"22"	31030051	31032450	0.20323843	0.3118085	0.30855754	-0.29678264
"Chr22:31044901-31046250"	"SLC35E4"	"22"	31044901	31046250	0.0011549408	0.004952506	1.6834146	-1.4250463
"Chr22:31062901-31064700"	"SLC35E4"	"22"	31062901	31064700	0.3174867	0.43703133	0.28239694	-0.26797515
"Chr22:31097551-31098600"	"OSBP2"	"22"	31097551	31098600	0.30985507	0.42937884	0.46443287	-0.40707392
"Chr22:31101901-31102950"	"OSBP2"	"22"	31101901	31102950	0.58941877	0.6927843	-0.2881214	0.2416575
"Chr22:31112851-31115100"	"OSBP2"	"22"	31112851	31115100	0.847508	0.8951905	-0.06481058	0.060199626
"Chr22:31151101-31151850"	"OSBP2"	"22"	31151101	31151850	0.7186979	0.799445	0.18452275	-0.15679769
"Chr22:31159501-31160400"	"OSBP2"	"22"	31159501	31160400	0.60456944	0.705542	0.20429929	-0.18494096
"Chr22:31201951-31203150"	"OSBP2"	"22"	31201951	31203150	0.12342813	0.21231523	0.76678306	-0.6571243
"Chr22:31225651-31227750"	"OSBP2"	"22"	31225651	31227750	0.00013995393	0.0008486847	1.8023187	-1.5653979
"Chr22:31236451-31237350"	"OSBP2"	"22"	31236451	31237350	0.56328374	0.67024076	0.3126267	-1.1393269
"Chr22:31459351-31460700"	"null"	"22"	31459351	31460700	0.034885462	0.078766644	-0.8872757	0.7932448
"Chr22:31498051-31499250"	"SMTN"	"22"	31498051	31499250	0.00030990428	0.0016668356	2.1777706	-1.7457772
"Chr22:31502851-31504350"	"RP3"	"22"	31502851	31504350	0.005158431	0.016847491	1.2261963	-1.0853474
"Chr22:31518301-31519500"	"INPP5J"	"22"	31518301	31519500	0.009592991	0.02798748	-0.98849434	0.8999936
"Chr22:31539901-31540950"	"PLA2G3"	"22"	31539901	31540950	0.09114737	0.16770034	-0.72725993	0.6466664
"Chr22:31555651-31556700"	"null"	"22"	31555651	31556700	0.6018447	0.7032755	-0.12841861	0.123374976
"Chr22:31569451-31570500"	"null"	"22"	31569451	31570500	2.6474067e-05	0.00020864155	2.3959663	-1.9627991
"Chr22:31607551-31608900"	"LIMK2"	"22"	31607551	31608900	0.06488107	0.12836361	-0.6018212	0.56155396
"Chr22:31638901-31640700"	"LIMK2"	"22"	31638901	31640700	1.6654717e-08	3.7407702e-07	1.922646	-1.7831146
"Chr22:31794751-31796400"	"DRG1"	"22"	31794751	31796400	0.025221728	0.060707707	-0.4634358	0.4504017
"Chr22:31884751-31887150"	"DRG1"	"22"	31884751	31887150	0.02449185	0.059325457	-0.3703016	0.36365095
"Chr22:31891801-31893300"	"DRG1"	"22"	31891801	31893300	0.03945284	0.0865419	-0.46455655	0.44913372
"Chr22:31957051-31957800"	"SFI1"	"22"	31957051	31957800	0.0996658	0.17948656	-0.674563	0.60594183
"Chr22:32042101-32043300"	"PISD"	"22"	32042101	32043300	6.429243e-09	1.5941653e-07	2.413368	-2.1613097
"Chr22:32056501-32059050"	"PISD"	"22"	32056501	32059050	0.14637928	0.24223822	0.31137604	-0.30200726
"Chr22:32072251-32073300"	"PRR14L"	"22"	32072251	32073300	0.34898037	0.4700171	0.56644094	-0.45468178
"Chr22:32145301-32146800"	"DEPDC5"	"22"	32145301	32146800	0.012272301	0.03421622	-0.42875233	0.42043415
"Chr22:32149051-32151150"	"DEPDC5"	"22"	32149051	32151150	0.032522783	0.07435708	-0.4359579	0.424059
"Chr22:32195701-32196750"	"DEPDC5"	"22"	32195701	32196750	0.6921053	0.777935	0.17386639	-0.15375742
"Chr22:32224951-32226900"	"DEPDC5"	"22"	32224951	32226900	2.891024e-08	6.1278166e-07	1.6732819	-1.5764794
"Chr22:32365801-32367300"	"null"	"22"	32365801	32367300	0.011887339	0.03333589	-0.7990642	0.7480741
"Chr22:32373001-32373750"	"null"	"22"	32373001	32373750	3.0536034e-05	0.00023507135	-2.4025984	1.9599254
"Chr22:32401351-32402100"	"null"	"22"	32401351	32402100	0.035078134	0.07910748	-0.8775727	0.7858323
"Chr22:32415751-32416950"	"null"	"22"	32415751	32416950	0.56535006	0.6720651	0.24335703	-0.21720196
"Chr22:32420401-32421450"	"null"	"22"	32420401	32421450	0.111998	0.19698347	-0.6694149	0.5981292
"Chr22:32446051-32447850"	"SLC5A1"	"22"	32446051	32447850	0.02822803	0.06640129	1.0188222	-1.6320052
"Chr22:32474851-32475900"	"SLC5A1"	"22"	32474851	32475900	0.040649787	0.088579424	-1.1211911	0.93303144
"Chr22:32531701-32532600"	"null"	"22"	32531701	32532600	0.00048133786	0.0023944506	1.7470934	-1.4959444
"Chr22:32600551-32601600"	"RFPL2"	"22"	32600551	32601600	0.61515677	0.71444255	-0.22391963	0.5459198
"Chr22:32661901-32662650"	"null"	"22"	32661901	32662650	0.3108042	0.43029305	-0.3675799	0.3377966
"Chr22:32774401-32775000"	"null"	"22"	32774401	32775000	0.0040785265	0.013867253	-1.3567593	1.1795795
"Chr22:32807251-32808750"	"C22orf28"	"22"	32807251	32808750	0.30621716	0.42604503	-0.20530574	0.19987251
"Chr22:32870251-32871900"	"FBXO7"	"22"	32870251	32871900	0.18904938	0.2946206	-0.2502383	0.24425484
"Chr22:32954251-32955450"	"SYN3"	"22"	32954251	32955450	0.4893151	0.60316074	0.46506637	-0.3562054
"Chr22:33091201-33092400"	"SYN3"	"22"	33091201	33092400	1.2808806e-08	2.9459264e-07	2.9070375	-2.4713657
"Chr22:33140851-33142500"	"SYN3"	"22"	33140851	33142500	0.00019510419	0.0011292348	2.1770175	-1.768081
"Chr22:33381901-33382350"	"SYN3"	"22"	33381901	33382350	0.51168525	0.62334585	-0.34556898	0.2911907
"Chr22:35472451-35473200"	"ISX"	"22"	35472451	35473200	0.93477815	0.957609	-0.03558405	0.031547178
"Chr22:35652751-35654250"	"HMGXB4"	"22"	35652751	35654250	0.0009369395	0.004154273	-0.6161351	0.6020461
"Chr22:35695201-35696850"	"TOM1"	"22"	35695201	35696850	0.91942036	0.9471245	-0.023553867	0.02272268
"Chr22:35707801-35708850"	"TOM1"	"22"	35707801	35708850	0.9275457	0.952517	0.042039342	-0.036724072
"Chr22:35746351-35747550"	"TOM1"	"22"	35746351	35747550	0.026585963	0.06326932	-0.6107335	0.58098626
"Chr22:35753551-35754750"	"null"	"22"	35753551	35754750	0.16199845	0.26163635	0.8042555	-0.65802616
"Chr22:35767501-35769000"	"null"	"22"	35767501	35769000	0.6227458	0.7208725	0.15716933	-0.14704505
"Chr22:35772451-35773650"	"HMOX1"	"22"	35772451	35773650	0.91979074	0.947253	0.033152904	-0.030894384
"Chr22:35776201-35777700"	"HMOX1"	"22"	35776201	35777700	0.7520882	0.8252811	-0.07724895	0.07425321
"Chr22:35795101-35796750"	"MCM5"	"22"	35795101	35796750	0.0006803721	0.0031842787	-0.84238416	0.80883217
"Chr22:35826751-35827500"	"null"	"22"	35826751	35827500	0.87544185	0.9155595	0.060117323	-0.054684572
"Chr22:35948251-35949300"	"RASD2"	"22"	35948251	35949300	0.24333526	0.35759556	-0.5473311	0.47658703
"Chr22:35957551-35958600"	"null"	"22"	35957551	35958600	0.010048327	0.029031103	1.2069756	-1.0510521
"Chr22:35984701-35986350"	"null"	"22"	35984701	35986350	0.007891162	0.023855584	1.0495312	-0.9495096
"Chr22:36025351-36028350"	"null"	"22"	36025351	36028350	4.5623354e-09	1.18080706e-07	2.004094	-1.8577485
"Chr22:36138001-36139650"	"RBFOX2"	"22"	36138001	36139650	5.4166793e-07	7.573165e-06	2.424215	-2.0929103
"Chr22:36231151-36233100"	"RBFOX2"	"22"	36231151	36233100	0.4747752	0.589859	0.23617285	-0.21996945
"Chr22:36278701-36279750"	"RBFOX2"	"22"	36278701	36279750	0.288946	0.40754488	-0.48087025	0.42234194
"Chr22:36296401-36297450"	"RBFOX2"	"22"	36296401	36297450	0.26518542	0.3819192	0.515732	-0.45068493
"Chr22:36317401-36318600"	"RBFOX2"	"22"	36317401	36318600	0.027612342	0.06522645	0.7439775	-0.69083273
"Chr22:36448051-36449400"	"null"	"22"	36448051	36449400	0.10030042	0.18034548	0.7667147	-0.6686403
"Chr22:36461401-36462900"	"null"	"22"	36461401	36462900	0.26073742	0.37692913	-0.23688738	0.23000275
"Chr22:36519601-36520650"	"null"	"22"	36519601	36520650	0.47085434	0.58606505	-0.23695865	0.22087029
"Chr22:36634801-36636300"	"APOL2"	"22"	36634801	36636300	0.0677302	0.13278247	0.31662524	-0.31033543
"Chr22:36697051-36698250"	"MYH9"	"22"	36697051	36698250	0.16186604	0.2614935	0.5200413	-0.47570443
"Chr22:36753451-36755400"	"null"	"22"	36753451	36755400	0.00045167323	0.0022746585	1.3867813	-1.2544153
"Chr22:36760351-36761850"	"null"	"22"	36760351	36761850	6.62786e-07	9.00408e-06	1.6737964	-1.5549768
"Chr22:36770251-36771600"	"null"	"22"	36770251	36771600	5.3274674e-09	1.3506242e-07	1.9175484	-1.7877154
"Chr22:36804751-36807450"	"null"	"22"	36804751	36807450	0.0065944795	0.020638458	-0.9831631	0.9036559
"Chr22:36826501-36827700"	"null"	"22"	36826501	36827700	0.28795943	0.4065197	-0.47327256	0.4175489
"Chr22:36835501-36836550"	"null"	"22"	36835501	36836550	3.659723e-07	5.377117e-06	2.2063487	-1.9576578
"Chr22:36847351-36848700"	"null"	"22"	36847351	36848700	0.63229877	0.7283959	-0.2058132	0.18299912
"Chr22:36850651-36852150"	"null"	"22"	36850651	36852150	0.029134043	0.06804274	0.59346634	-0.56526196
"Chr22:36876901-36878550"	"TXN2"	"22"	36876901	36878550	0.008681383	0.025815804	-0.39148498	0.38569242
"Chr22:36902551-36903750"	"FOXRED2"	"22"	36902551	36903750	0.0027040653	0.009888526	-0.8265066	0.78622466
"Chr22:36924151-36926700"	"EIF3D"	"22"	36924151	36926700	0.08769545	0.1627793	-0.282106	0.2770049
"Chr22:36937651-36938850"	"null"	"22"	36937651	36938850	0.00063631363	0.003018455	1.8828869	-1.5616363
"Chr22:36942001-36943650"	"null"	"22"	36942001	36943650	0.84442365	0.89282054	0.082570456	-0.073766105
"Chr22:36961351-36962400"	"CACNG2"	"22"	36961351	36962400	0.04713331	0.09971192	-0.7181213	0.65983534
"Chr22:36972751-36973800"	"CACNG2"	"22"	36972751	36973800	0.10043259	0.18052855	0.80673337	-0.6930312
"Chr22:37055251-37057350"	"CACNG2"	"22"	37055251	37057350	0.23553352	0.34897593	-0.33882973	0.32116088
"Chr22:37148851-37149900"	"IFT27"	"22"	37148851	37149900	0.0014777214	0.0060438015	-1.4031209	1.2396736
